개방시설명,개방장소명,개방시설유형구분,휴관일,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,유료사용여부,사용기준시간,사용료,초과사용단위시간,초과사용료,수용가능인원수,면적,부대시설정보,신청방법구분,시설사진정보,소재지도로명주소,소재지지번주소,관리기관명,담당부서명,사용안내전화번호,홈페이지주소,위도,경도,데이터기준일자,
배산체육공원 인라인장,배산체육공원,기타,연중무휴,00:00,00:00,00:00,00:00,N,,,,,,,,,,전라북도 익산시 동서로 21,,전라북도 익산시청,체육진흥과,063-859-4618,,35.9608940,126.9406940,2017-11-21,
체육관,고창군 청소년수련관,다목적경기장,"명절, 매주 월요일",09:00,20:00,06:00,18:00,Y,1,30000,,,50,740.8,,방문,없음,전라북도 고창군 고창읍 운동장길 36,,전라북도 고창군청,체육청소년사업소,063-560-8917,http://www.gochang.go.kr/sisul,35.432571,126.724601,2017-12-11,
고창군립체육관,고창군립체육관,다목적경기장,"추석당일,설당일",06:00,22:00,06:00,22:00,Y,4,300000,4,,1526,7442,"음향시설,확성기 ,후로링카바,조명,전광판,조명탑,농구대,배구지주,핸드볼대,배드민턴지주, 마이크","방문,전화",없음,전라북도 고창군 고창읍 운동장길 36,,전라북도 고창군청,체육청소년사업소,063-560-8957,http://www.gochang.go.kr/sisul,35.432571,126.724601,2017-12-11,
공설운동장,고창군 공설운동장,다목적경기장,없음,01:00,23:00,01:00,23:00,Y,4,100000,4,,7000,24608,"음향시설,확성기 ,후로링카바,조명,전광판,조명탑, 마이크","방문,전화",없음,전라북도 고창군 고창읍 운동장길 36,,전라북도 고창군청,체육청소년사업소,063-560-8945,http://www.gochang.go.kr/sisul,35.432571,126.724601,2017-12-11,
고창실내체육관,고창실내체육관,다목적경기장,"추석당일,설당일",06:00,22:00,06:00,22:00,Y,4,70000,4,,500,3127,"음향시설,확성기 ,후로링카바,조명,전광판,조명탑,농구대,배구지주,핸드볼대,배드민턴지주, 마이크","방문,전화",없음,전라북도 고창군 고창읍 중앙로 292,,전라북도 고창군청,체육청소년사업소,063-560-8941,http://www.gochang.go.kr/sisul,35.435379,126.706887,2017-12-11,
생활축구경기장,고창군 생활축구경기장,축구장,"추석당일,설당일",06:00,22:00,06:00,22:00,Y,4,40000,4,,200,7140,조명탑,"방문,전화",없음,,전라북도 고창군 고창읍 월암리 407-2,전라북도 고창군청,체육청소년사업소,063-560-8945,http://www.gochang.go.kr/sisul,35.429589,126.725021,2017-12-11,
생활야구경기장,고창군 생활야구경기장,야구장,없음,06:00,22:00,06:00,22:00,Y,8,60000,,,200,550.62,"전광판, 조명탑","방문, 전화",없음,,전라북도 고창군 고창읍 월암리 102,전라북도 고창군청,체육청소년사업소,063-560-8921,http://www.gochang.go.kr/sisul,35.428350,126.725794,2017-12-11,
충무스포츠센터,충무스포츠센터,체육관,"둘째, 넷째 일요일",06:00,22:00,09:00,18:00,Y,1,121000,1,121000,200,1157,음향장비,방문,https://www.e-junggu.or.kr/new/images/culturegym/chungmu/center_07.jpg,서울특별시 중구 퇴계로387,서울특별시 중구 흥인동 131,서울특별시 중구시설관리공단,체육사업팀,02-2280-8400,https://www.e-junggu.or.kr/new/culturegym/chungmu/introduction.asp,37.566062,127.014908,2017-11-03,
충무스포츠센터,충무스포츠센터,기타,"둘째, 넷째 일요일",06:00,22:00,09:00,18:00,Y,,,,,,2890,,방문,https://www.e-junggu.or.kr/new/images/culturegym/chungmu/center_07.jpg,서울특별시 중구 퇴계로387,서울특별시 중구 흥인동 131,서울특별시 중구시설관리공단,체육사업팀,02-2280-8400,https://www.e-junggu.or.kr/new/culturegym/chungmu/introduction.asp,37.566062,127.014908,2017-11-03,
충무스포츠센터,충무스포츠센터,기타,"둘째, 넷째 일요일",06:00,22:00,09:00,18:00,Y,,,,,,633,,방문,https://www.e-junggu.or.kr/new/images/culturegym/chungmu/center_07.jpg,서울특별시 중구 퇴계로387,서울특별시 중구 흥인동 131,서울특별시 중구시설관리공단,체육사업팀,02-2280-8400,https://www.e-junggu.or.kr/new/culturegym/chungmu/introduction.asp,37.566062,127.014908,2017-11-03,
충무스포츠센터,충무스포츠센터,골프장,"둘째, 넷째 일요일",06:00,22:00,09:00,18:00,Y,,,,,,1903,,방문,https://www.e-junggu.or.kr/new/images/culturegym/chungmu/center_07.jpg,서울특별시 중구 퇴계로387,서울특별시 중구 흥인동 131,서울특별시 중구시설관리공단,체육사업팀,02-2280-8400,https://www.e-junggu.or.kr/new/culturegym/chungmu/introduction.asp,37.566062,127.014908,2017-11-03,
회현체육센터,회현체육센터,체육관,"둘째, 넷째 일요일",06:00,22:00,09:00,18:00,Y,1,"92,000",1,,20,169,음향장비,방문,https://www.e-junggu.or.kr/new/culturegym/hoehyeon/introduction.asp,서울특별시 중구 퇴계로 12길 78,서울특별시 중구 회현동 1가 115번지,서울특별시 중구시설관리공단,체육사업팀,02-2280-8430,https://www.e-junggu.or.kr/new/culturegym/chungmu/introduction.asp,37.5560011,126.9816226,2017-11-03,
회현체육센터,회현체육센터,기타,"둘째, 넷째 일요일",06:00,22:00,09:00,18:00,Y,,,,,,532,,방문,https://www.e-junggu.or.kr/new/culturegym/hoehyeon/introduction.asp,서울특별시 중구 퇴계로 12길 78,서울특별시 중구 회현동 1가 115번지,서울특별시 중구시설관리공단,체육사업팀,02-2280-8430,https://www.e-junggu.or.kr/new/culturegym/chungmu/introduction.asp,37.5560011,126.9816226,2017-11-03,
회현체육센터,회현체육센터,기타,"둘째, 넷째 일요일",06:00,22:00,09:00,18:00,Y,,,,,,1030,,방문,https://www.e-junggu.or.kr/new/culturegym/hoehyeon/introduction.asp,서울특별시 중구 퇴계로 12길 78,서울특별시 중구 회현동 1가 115번지,서울특별시 중구시설관리공단,체육사업팀,02-2280-8430,https://www.e-junggu.or.kr/new/culturegym/chungmu/introduction.asp,37.5560011,126.9816226,2017-11-03,
용산체육공원,용산생활체육공원,다목적경기장,없음,06:00,22:00,06:00,22:00,Y,1,15000,1,15000,3000,17753,,,,광주광역시 동구 화산로 318-26,광주광역시 동구 화산로 318-26,광주광역시 동구청,문화관광과,062-608-2433,,35.1173659,126.9325049,2017-11-24,
회현체육센터,회현체육센터,골프장,"둘째, 넷째 일요일",06:00,22:00,09:00,18:00,Y,,,,,,617,,방문,https://www.e-junggu.or.kr/new/culturegym/hoehyeon/introduction.asp,서울특별시 중구 퇴계로 12길 78,서울특별시 중구 회현동 1가 115번지,서울특별시 중구시설관리공단,체육사업팀,02-2280-8430,https://www.e-junggu.or.kr/new/culturegym/chungmu/introduction.asp,37.5560011,126.9816226,2017-11-03,
훈련원공원종합체육관,훈련원공원종합체육관,체육관,"둘째, 넷째 월요일",06:00,22:00,06:00,22:00,Y,1,121000,1,121000,400,624,책상3개+의자20개+유무선마이크각1개,방문,https://www.e-junggu.or.kr/new/culturegym/hunlyunwon/introduction.asp,서울특별시 중구 을지로227,서울특별시 중구 을지로5가 40-3,서울특별시 중구시설관리공단,체육사업팀,02-2280-8397,https://www.e-junggu.or.kr/new/culturegym/chungmu/introduction.asp,37.5656854,126.9973017,2017-11-03,
무학봉체육관,무학봉체육관,체육관,"둘째, 넷째 월요일",06:00,22:00,06:00,22:00,Y,1,55000,1,55000,70,591,,방문,https://www.e-junggu.or.kr/new/culturegym/muhakbong/introduction.asp,서울특별시 중구 난계로6길 8,,서울특별시 중구시설관리공단,체육사업팀,02-2280-8426,http://www.e-junggu.or.kr/new/,37.5622347,127.0245439,2017-11-03,
남산타운문화체육센터,남산타운문화체육센터,기타,"매월 둘째, 넷째주 일요일, 구정, 추석",06:00,22:00,09:00,18:00,Y,,,,,,1850.75,,방문,,서울특별시 중구 다산로 32,서울특별시 중구 신당동 844-1,중구시설관리공단,문화사업팀,02-2280-8480,http://www.e-junggu.or.kr/new/culturegym/namsan/introduction_01.asp,37.549567,127.011939,2017-11-06,
중구구민회관,중구구민회관,강당,"설날, 추석",08:00,18:00,08:30,18:00,Y,3,"대강당 : 3시간이내 130,000 소강당 3시간이내 60,000",,,,,"소강당,대강당,교양강좌실,입주단체사무실",전화예약,,서울특별시 중구 을지로 39길 40,서울특별시 중구 을지로 6가 18-14,중구시설관리공단,문화사업팀,02-2280-8383,https://www.e-junggu.or.kr/new/,37.5685235,127.0059098,2017-11-09,
중구종합복지센터,서울 중구 퇴계로 460,기타,"일요일, 공휴일",06:00,22:30,06:00,19:00,N,,없음,,,,,,,,서울특별시 중구 퇴계로 460,서울특별시 중구 신당동 160-2,중구시설관리공단,문화사업팀,20-2280-8315,www.e-junggu.or.kr,37.5650538,127.0227775,2017-11-09,
중림종합복지센터,중림종합복지센터,기타,"토,일,공휴일 ※주말은 미운영으로 00:00으로 표기함",09:00,18:00,00:00,00:00,N,,,,,,,,,,서울특별시 중구 서소문로 6길 16,,중구시설관리공단,문화사업팀,2280-8448,www.e-junggulib.or.kr,37.5638401,127.0154705,2017-11-07,
호암체육관,호암체육관,체육관,"설, 추석",06:00,22:00,05:00,23:00,Y,2,3000,1,1500,2950,5871,"테이블10개, 의자700개",인터넷,https://www.cj100.net/file/e4bbace370d92d91334f6346a68c098e,충청북도 충주시 중원대로 3306(호암동),,충청북도 충주시청,충주시시설관리공단,043-870-7832,https://www.cj100.net/public,36.9625161,127.9263597,2017-11-30,
호암예술관,호암예술관,강당,"설, 추석",06:00,22:00,05:00,23:00,Y,4,50000,1,25000,302,889,"빔프로젝터, 테이블6개, 의자30개",인터넷,https://www.cj100.net/file/91bfd1bb2f73f72f7e0f403fb38bc1e4,충청북도 충주시 중원대로 3306(호암동),,충청북도 충주시청,충주시시설관리공단,043-870-7832,https://www.cj100.net/public,36.9630351,127.9259571,2017-11-30,
국민체육센터,국민체육센터,다목적경기장,"둘째주 수요일, 넷째주 목요일",06:00,21:00,10:00,18:00,Y,2,5000,1,2500,300,3733,,방문,https://chungju.sporex.com/images/chungju/intro/center_ti.jpg,충청북도 충주시 중원대로 3306(호암동),,충청북도 충주시청,충주시시설관리공단,043-870-7832,https://chungju.sporex.com/,36.9619421,127.9264031,2017-11-30,
호암제2체육관,호암제2체육관,다목적경기장,"설, 추석",06:00,22:00,06:00,22:00,Y,2,3000,1,1500,2200,5054,,방문,https://www.cj100.net/file/61f8feed6b2767a8adc5bc77f7b6b09a,충청북도 충주시 중원대로 3306(호암동),,충청북도 충주시청,충주시시설관리공단,043-870-7832,https://www.cj100.net/public,36.9632041,127.9275241,2017-11-30,
수안보생활체육공원,수안보생활체육공원,다목적경기장,"설, 추석",09:00,22:00,09:00,22:00,N,,0,0,0,500,6122,,전화,http://postfiles4.naver.net/20121007_19/vjni52_13495387565211qM8s_JPEG/DSC_4577.JPG?type=w2,충청북도 충주시 수안보면 안보리 419-1,,충청북도 충주시청,체육진흥과,043-850-3904,http://www.cjfa.kr/,36.8398121,128.0059051,2017-11-30,
수안보인공암벽장,수안보인공암벽장,기타,"설, 추석",09:00,22:00,09:00,22:00,Y,8,1000,0,0,300,343,,방문,http://postfiles8.naver.net/20121006_167/vjni52_1349535171482sVPi8_JPEG/DSC_4523.JPG?type=w2,충청북도 충주시 수안보로 129,,충청북도 충주시청,체육진흥과,043-850-3904,,36.8421551,127.9986831,2017-11-30,
탄금대 궁도장,탄금대 궁도장,기타,연중무휴,09:00,22:00,09:00,22:00,Y,2,1000,1,500,50,4550,,방문,http://pds13.egloos.com/pds/200903/08/33/d0001133_49b3621366727.jpg,충청북도 충주시 탄금대안길 105,,충청북도 충주시청,체육진흥과,043-850-3904,,36.9879451,127.8988281,2017-11-30,
배산체육공원 풋살장,배산체육공원,풋살경기장,연중무휴,06:00,22:00,06:00,22:00,Y,,,,,,,,,,전라북도 익산시 동서로 21,,전라북도 익산시청,체육진흥과,063-859-4618,,35.9608940,126.9406940,2017-11-21,
구종합운동장(공설운동장),구종합운동장(공설운동장),다목적경기장,"설, 추석",06:00,22:00,06:00,22:00,Y,2,150000,1,85000,15000,6237,"전광판,조명탑,씨름판1면, 투포환장1면, 육상트랙 8주로",인터넷,https://www.cj100.net/file/4c3d17b4e52a687452fbbd9a44a75a2f,충청북도 충주시 예성로 266(교현동),,충청북도 충주시청,체육진흥과,043-850-3904,https://www.cj100.net/public,36.9807033,127.9363897,2017-11-30,
충주체육관,충주체육관,다목적경기장,"설, 추석",06:00,22:00,05:00,23:00,Y,2,3000,1,1500,4398,5382,"이동식의자,전광판,무대버튼,냉난방",인터넷,https://www.cj100.net/file/59c47f6ad1c049b46900b38825a95fea,충청북도 충주시 예성로 266(연수동),,충청북도 충주시청,체육진흥과,043-850-3904,https://www.cj100.net/public,36.9815908,127.9365251,2017-11-30,
탄금축구장,탄금축구장,축구장,"설, 추석",09:00,22:00,09:00,22:00,Y,2,40000,1,20000,1000,29575,조명탑,전화,https://www.cj100.net/file/2eb4425d09eb0ec7c06a13341209b202,충청북도 충주시 남한강로 8,,충청북도 충주시청,충주시시설관리공단,043-870-7832,http://www.cjfa.kr/,36.9860851,127.9052944,2017-11-30,
탄금테니스장,탄금테니스장,테니스장,연중무휴,09:00,18:00,09:00,18:00,Y,2,1500,1,850,200,24927,,전화,https://www.cj100.net/file/4837b4021e88f0e1e70cb3a119a93e8a,충청북도 충주시 낙수당 2길 8,,충청북도 충주시청,충주시시설관리공단,043-870-7832,,36.9840643,127.9023481,2017-11-30,
충주야구장,충주야구장,야구장,"설, 추석",09:00,18:00,09:00,18:00,Y,2,10000,1,5000,50,14185,,전화,https://www.cj100.net/file/e51a29b52892c747db03db0565bce4cb,충청북도 충주시 낙수당 1길 31,,충청북도 충주시청,체육진흥과,043-850-3904,http://cafe.naver.com/chungjubaseball/,36.9831955,127.9020986,2017-11-30,
풋살장,풋살장,풋살경기장,"설, 추석",09:00,22:00,09:00,22:00,Y,2,10000,1,5000,300,3000,조명탑,전화,,충청북도 충주시 남한강로 8,,충청북도 충주시청,충주시시설관리공단,043-870-7832,http://www.cjfa.kr/,36.9865737,127.9059371,2017-11-30,
시민의광장,시민의광장,다목적경기장,연중무휴,09:00,22:00,09:00,22:00,N,,0,0,0,15000,23907,"족구장 2면, 씨름장 1면",방문,https://www.cj100.net/file/cde99435cd8c78d8110de2127126c384,충청북도 충주시 낙수당 2길 9,,충청북도 충주시청,체육진흥과,043-850-3904,,36.9850577,127.9045453,2017-11-30,
울진종합운동장,울진종합운동장,다목적경기장,-,09:00,21:00,09:00,18:00,Y,2,60000,1,12000,5400,5470,주경기장/보조경기장/풋살/테니스장,서면,-,경상북도 울진군 근남면 구산수곡길 717,,경상북도 울진군청,스포츠마케팅,054-789-5975,-,36.9946536,129.4065593,2017-11-24,
장애인론볼장및테니스장,장애인론볼장및테니스장,다목적경기장,"설, 추석",09:00,18:00,09:00,18:00,Y,,0,0,0,300,19054,"론볼장1, 테니스장1",전화,https://www.cj100.net/file/7a3005e5c9d36c1782c144083be6f104,충청북도 충주시 창현로 1400(용관동),,충청북도 충주시청,체육진흥과,043-850-3904,https://www.cj100.net/public,36.9584145,127.8849604,2017-11-30,
충주요트장,충주요트장,기타,"설, 추석",09:00,18:00,09:00,18:00,Y,,0,0,0,200,514,,전화,http://www.yonhapnews.co.kr/bulletin/2015/08/21/0200000000AKR20150821052900064.HTML?input=1195m,충청북도 충주시 동량면 함암리 산 7-2,,충청북도 충주시청,체육진흥과,043-850-3904,https://www.cj100.net/public,36.9594311,128.0467443,2017-11-30,
중원체육공원,중원체육공원,다목적경기장,연중무휴,09:00,18:00,09:00,18:00,Y,8,"40,000~80,000",0,0,500,14492,,전화,https://www.cj100.net/file/6ecc43336345d0a13695ca50efc70fda,충청북도 충주시 중앙탑면 탑평리 196-5,,충청북도 충주시청,중앙탑면,043-850-2373,https://www.cj100.net/public,37.0165246,127.8768451,2017-11-30,
삼탄잔디구장,삼탄잔디구장,다목적경기장,연중무휴,09:00,18:00,09:00,18:00,Y,8,40000,0,0,1000,19830,천연잔디구장1식,전화,https://www.cj100.net/file/563bf713d5d41e952aeb716af4ec8ad1,충청북도 충주시 산척면 명서리 477-1,,충청북도 충주시청,산척면사무소,043-850-2403,https://www.cj100.net/public,37.0692355,128.0307039,2017-11-30,
종합운동장,종합운동장,다목적경기장,"설, 추석",06:00,22:00,06:00,22:00,Y,2,150000,1,85000,15000,6237,"전광판,조명탑,씨름판1면, 투포환장1면, 육상트랙 8주로",,,충청북도 충주시 대림로 85(호암동),,충청북도 충주시청,체육진흥과,043-850-3904,,36.9580187385,127.915900439,2017-11-30,
조정경기장,조정경기장,기타,"설, 추석",09:00,18:00,09:00,18:00,Y,8,70000,0,0,1100,118239,"회의실 3개, 빔프로젝트 2개, 보트하우스 25실",인터넷,http://www.sisafocus.co.kr/news/photo/201508/129476_134476_225.jpg,충청북도 충주시 중앙탑면 중앙탑길 124,,충청북도 충주시청,체육진흥과,043-850-2995,https://www.cj100.net/public,37.0215746,127.8644115,2017-11-30,
조정체험학교,조정체험학교,기타,"설, 추석",09:00,18:00,09:00,18:00,N,,,,,30,882,,인터넷,http://www.cjrowingschool.kr/dat/img/d4_찾아오시는길.jpg,충청북도 충주시 중앙탑면 중앙탑길 150,,충청북도 충주시청,체육진흥과,043-844-3533,http://www.cjrowingschool.kr/,37.0194648,127.8640354,2017-11-30,
